NB,H_BS,H_PRODUCT,HS_UPI,H_DVCS,TP_STATUS2,CANADA,CANADIAN_DERIVATIVE_STATUS,CLEARING_THRESHOLD_EXEEDED
162205837,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205838,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205839,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205840,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205841,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205842,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205843,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205844,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205845,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205846,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205847,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205848,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205849,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205850,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205851,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205852,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205853,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205854,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205855,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205856,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205857,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205858,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205860,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205861,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205863,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205864,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205865,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205866,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205867,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205868,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205869,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205870,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205871,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205872,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205873,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205874,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205875,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205876,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205877,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205878,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205879,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205880,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205881,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205882,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205883,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205884,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205885,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205886,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205887,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205888,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205889,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205890,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205891,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205892,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205893,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205894,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205895,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205896,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205897,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205898,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205899,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205900,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205901,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205902,B,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205903,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205904,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205905,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205906,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205907,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205908,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205909,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205910,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205911,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205912,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205913,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205914,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205915,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205916,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205917,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205918,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205919,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205920,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205921,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205922,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205923,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205924,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205925,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205926,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205927,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205928,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205929,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205930,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205931,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205932,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205933,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205934,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205935,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205936,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205937,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162205938,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,C                                                 ,MKT_OP,Y,Y,
162206435,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206436,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206437,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206440,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206441,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206442,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206443,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206444,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206445,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206446,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206447,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206448,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206449,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206450,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206451,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206452,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206453,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206454,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206455,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206456,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206457,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206458,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206459,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206460,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206461,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206462,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206463,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206464,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206465,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206466,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206467,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206468,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206469,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206470,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206471,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206472,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206473,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206474,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206475,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206476,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206477,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206478,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206479,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206480,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206481,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206482,B,CURR_OPT_BAR,ForeignExchange:SimpleExotic:Barrier,C                                                 ,MKT_OP,Y,Y,
162206724,S,IRD_IRS,InterestRate:IRSwap:OIS,,MKT_OP,Y,Y,
162207441,S,CURR_OPT_FLEX,ForeignExchange:ComplexExotic,C                                                 ,MKT_OP,Y,Y,
162208210,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,MKT_OP,Y,Y,
162208445,S,CURR_FXD_SWLEG,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
162208451,S,CURR_FXD_SWLEG,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
162208454,S,CURR_FXD_SWLEG,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
162208465,S,CURR_FXD_SWLEG,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
162208481,S,COM_SWAP,Commodity:Energy:NatGas:Swap:Cash,,LIVE,Y,Y,
162208482,B,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,LIVE,Y,Y,
162209069,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,MKT_OP,Y,Y,
162209198,B,IRD_IRS,InterestRate:IRSwap:OIS,,LIVE,Y,Y,
162210007,S,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,N,Y,
162210266,S,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,MKT_OP,N,Y,
162210723,B,IRD_IRS,InterestRate:IRSwap:OIS,,MKT_OP,Y,Y,
162211146,S,COM_SWAP,Commodity:Agricultural:GrainsOilSeeds:Swap:Cash,,LIVE,,Y,
162211794,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
162212471,B,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,MKT_OP,Y,Y,
162212781,S,COM_SWAP,Commodity:Energy:NatGas:Swap:Cash,,LIVE,N,Y,
162212782,B,COM_SWAP,Commodity:Energy:NatGas:Swap:Cash,,LIVE,N,Y,
162214096,B,IRD_OSWP,InterestRate:Option:Swaption,D                                                 ,LIVE,N,Y,
162214165,B,IRD_OSWP,InterestRate:Option:Swaption,D                                                 ,LIVE,N,Y,
162214340,B,IRD_IRS,InterestRate:Exotic,D                                                 ,MKT_OP,N,N,Y
162217796,S,EQD_OPT_OTC,Equity:Other,C                                                 ,LIVE,,Y,
162217797,S,EQD_OPT_ASI,Equity:Other,C                                                 ,LIVE,,Y,
162217798,S,EQD_OPT_OTC,Equity:Other,C                                                 ,LIVE,,Y,
162217799,S,EQD_OPT_ASI,Equity:Other,C                                                 ,LIVE,,Y,
162217819,S,EQD_OPT_ASI,Equity:Other,C                                                 ,LIVE,,Y,
162217820,S,EQD_OPT_OTC,Equity:Other,C                                                 ,LIVE,,Y,
162217821,S,EQD_OPT_ASI,Equity:Other,C                                                 ,LIVE,,Y,
162217822,S,EQD_OPT_OTC,Equity:Other,C                                                 ,LIVE,,Y,
162218467,S,EQD_RTRN_SWAP,Equity:Swap:PriceReturnBasicPerformance:SingleIndex,,MKT_OP,Y,Y,
162297533,S,CURR_FXD_SWLEG,ForeignExchange:Forward,D                                                 ,LIVE,N,N,Y
162297538,S,CURR_FXD_SWLEG,ForeignExchange:Forward,D                                                 ,LIVE,N,N,Y
162300973,B,CURR_FXD_SWLEG,ForeignExchange:Forward,D                                                 ,LIVE,,Y,
162301897,B,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,,Y,
162301944,B,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,MKT_OP,Y,Y,N
162302181,S,CURR_FXD_SWLEG,ForeignExchange:Forward,D                                                 ,LIVE,N,Y,
162302607,B,CURR_FXD_SWLEG,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
162302906,B,COM_ASIAN,Commodity:Energy:Oil:Exotic,C                                                 ,LIVE,N,Y,
162302907,B,COM_ASIAN,Commodity:Energy:Oil:Exotic,C                                                 ,LIVE,N,Y,
162303166,B,COM_ASIAN,Commodity:Energy:Oil:Option:Cash,C                                                 ,LIVE,Y,Y,
162303170,B,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,LIVE,Y,Y,
162303356,B,COM_SWAP,Commodity:Agricultural:Livestock:Swap:Cash,,LIVE,,Y,
162303357,B,COM_SWAP,Commodity:Agricultural:Livestock:Swap:Cash,,LIVE,,Y,
162303358,B,COM_SWAP,Commodity:Agricultural:Livestock:Swap:Cash,,LIVE,,Y,
162303714,S,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
162303991,B,CURR_FXD_SWLEG,ForeignExchange:Forward,D                                                 ,LIVE,N,Y,
162304011,B,COM_ASIAN,Commodity:Energy:Oil:Exotic,C                                                 ,LIVE,N,Y,
162304013,S,COM_SWAP,Commodity:Energy:NatGas:Swap:Cash,,LIVE,Y,Y,
162304016,B,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,LIVE,Y,Y,
162304495,B,COM_SWAP,Commodity:Energy:NatGas:Swap:Cash,,LIVE,Y,Y,
162304498,S,COM_SWAP,Commodity:Energy:NatGas:Swap:Cash,,LIVE,Y,Y,
162304499,B,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,LIVE,Y,Y,
162304545,S,COM_SWAP,Commodity:Energy:NatGas:Swap:Cash,,LIVE,Y,Y,
162304546,B,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,LIVE,Y,Y,
162304547,B,COM_SWAP,Commodity:Energy:NatGas:Swap:Cash,,LIVE,Y,Y,
162305189,S,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,N,Y,
162305395,B,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,LIVE,Y,Y,
162305396,B,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,LIVE,Y,Y,
162305397,B,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,LIVE,Y,Y,
162305572,B,COM_SWAP,Commodity:Agricultural:Livestock:Swap:Cash,,LIVE,N,Y,
162305573,B,COM_SWAP,Commodity:Agricultural:Livestock:Swap:Cash,,LIVE,N,Y,
162305654,B,COM_ASIAN,Commodity:Energy:Oil:Exotic,C                                                 ,LIVE,,Y,
162305693,B,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,LIVE,,Y,
162306389,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,,N,
162306390,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,,N,
162306394,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,,N,
162306600,B,IRD_CS,Equity:Other,,MKT_OP,N,N,Y
162306684,S,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
162306685,S,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,,Y,
162306691,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,,Y,
162306692,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,,Y,
162306706,S,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
162306710,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,,Y,
162306724,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,,Y,
162306731,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,,Y,
162306735,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,,Y,
162306754,S,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,,Y,
162306759,S,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,,Y,
162306769,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
162306775,S,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
162306798,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,,Y,
162306812,S,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
162306816,S,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,,Y,
162306826,B,COM_ASIAN,Commodity:Energy:Oil:Option:Cash,C                                                 ,LIVE,Y,Y,
162306827,B,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,LIVE,Y,Y,
162306894,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,N,N,Y
162306899,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,N,N,Y
162306917,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,N,N,Y
162306924,S,CURR_OPT_SMP,ForeignExchange:VanillaOption,D                                                 ,LIVE,N,N,Y
162307041,B,COM_SWAP,Commodity:Energy:NatGas:Swap:Cash,,LIVE,N,Y,
162307042,S,COM_SWAP,Commodity:Energy:NatGas:Swap:Cash,,LIVE,N,Y,
162307325,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,Y,Y,
162307326,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,D                                                 ,LIVE,Y,Y,
162308034,S,CURR_FXD_SWLEG,ForeignExchange:Forward,D                                                 ,LIVE,,Y,N
162308063,B,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,MKT_OP,,Y,
162308293,B,CURR_FXD_SWLEG,ForeignExchange:Forward,D                                                 ,LIVE,,Y,
162308317,B,COM_ASIAN,Commodity:Energy:Oil:Option:Cash,C                                                 ,LIVE,Y,Y,
162308318,S,COM_ASIAN,Commodity:Energy:Oil:Option:Cash,C                                                 ,LIVE,Y,Y,
162308319,B,COM_ASIAN,Commodity:Energy:Oil:Option:Cash,C                                                 ,LIVE,Y,Y,
162308322,B,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,MKT_OP,Y,Y,
162308692,S,CURR_FXD_SWLEG,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
162308895,B,CURR_FXD_FXD,ForeignExchange:Forward,D                                                 ,LIVE,Y,Y,
162308962,B,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,LIVE,Y,Y,
162308963,B,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,LIVE,Y,Y,
162310205,B,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,MKT_OP,,Y,
162310206,B,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,LIVE,,Y,
162310207,B,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,LIVE,,Y,
162310208,B,COM_SWAP,Commodity:Energy:Oil:Swap:Cash,,LIVE,,Y,
162310253,S,CURR_OPT_FLEX,ForeignExchange:ComplexExotic,D                                                 ,MKT_OP,,Y,
162311862,S,CURR_FXD_SWLEG,ForeignExchange:Forward,D                                                 ,LIVE,N,Y,
162312238,S,CURR_OPT_FLEX,ForeignExchange:ComplexExotic,D                                                 ,MKT_OP,,Y,
162312255,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,C                                                 ,MKT_OP,N,Y,
162312256,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,C                                                 ,LIVE,N,Y,
162312257,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,C                                                 ,LIVE,N,Y,
162312258,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,C                                                 ,LIVE,N,Y,
162312259,S,CURR_FXD_FXD,ForeignExchange:ComplexExotic,C                                                 ,LIVE,N,Y,
